payload_length,time_diff
3,0.041584875
3,0.041567
2,0.041553333
2,0.041542873
2,0.041534897
2,0.041528802
2,0.041524157
2,0.041520573
2,0.04151782
2,0.041515745
1,0.041514162
1,0.04151294
1,0.041511986
1,0.04151124
1,0.041510735
1,0.04151032
0,2.0366695
0,0.11872967
46,0.031548135
171,0.031620614
285,0.047071468
221,0.05149436
38,0.04873527
0,0.043783017
0,0.039072454
0,0.03530696
0,0.032479223
0,0.030393017
0,0.028852036
0,0.027704904
0,0.026843699
0,0.026192157
0,0.02569625
0,0.025317023
0,0.025025876
0,0.02480161
0,0.024628436
0,0.024494512
0,0.024390636
0,0.02431007
0,0.024247507
0,0.024198806
0,0.02416093
0,0.024131441
0,0.024108483
0,0.02409053
0,0.024076523
0,0.024065634
0,0.024057144
0,0.024050476
0,0.024045268
0,0.02404127
0,0.024038093
0,0.024035612
0,0.024033679
0,0.024032174
0,0.02403103
0,0.024030121
0,1.9633969
0,0.13208231
8,0.045024674
226,0.04566961
582,0.06192627
894,0.067289755
815,0.065185964
320,0.06059564
0,0.05606992
0,0.052403707
1,0.04963561
5,0.047587845
7,0.046071347
7,0.044938456
7,0.044083923
7,0.043433998
7,0.04293652
7,0.042553816
7,0.042258378
7,0.042029534
7,0.041851874
6,0.04171371
6,0.041606057
6,0.041522164
6,0.04145655
6,0.041405346
6,0.041365296
6,0.04133395
5,0.041309413
5,0.041290183
5,0.04127512
5,0.041263323
5,0.04125409
5,0.041246865
5,0.04124113
5,0.041236695
5,0.04123318
4,0.041230436
4,0.04122827
4,0.041226584
4,0.04122526
4,0.041224193
0,1.7014222
0,0.16965312
0,0.061031405
217,0.04681591
595,0.055028077
958,0.058738884
956,0.057428386
539,0.054098293
36,0.05068162
0,0.047896966
0,0.045833435
2,0.044362023
6,0.043323256
8,0.04258711
8,0.04206075
8,0.04168075
7,0.04140423
7,0.04120174
7,0.041052796
6,0.04094282
6,0.04086144
6,0.04080103
5,0.04075614
5,0.04072276
5,0.040697917
5,0.040679332
4,0.040665496
4,0.04065516
4,0.04064742
4,0.04064169
4,0.040637337
3,0.04063413
3,0.040631734
3,0.040629886
3,0.040628515
3,0.040627535
3,0.04062677
3,0.040626213
3,0.040625777
2,0.040625438
2,0.0406252
2,0.040625036
0,1.8167101
0,0.15733013
26,0.064424515
197,0.056053918
455,0.06635388
621,0.06987351
370,0.06785691
25,0.063886546
0,0.059980854
0,0.0568195
0,0.0544531
0,0.052732762
0,0.051489323
0,0.050586466
0,0.04992559
0,0.04943797
0,0.0490757
0,0.048805065
0,0.04860197
0,0.048449103
0,0.048333675
0,0.048246287
0,0.048180077
0,0.04812985
0,0.048091598
0,0.048062555
0,0.04804043
0,0.04802358
0,0.048010714
0,0.04800092
0,0.047993455
0,0.04798777
0,0.047983397
0,0.04798009
0,0.04797758
0,0.047975656
0,0.04797415
0,0.04797299
0,0.04797213
0,0.047971487
0,0.047970988
0,0.04797061
0,1.8026673
0,0.15815109
33,0.060126085
243,0.050447337
576,0.061291885
804,0.06543101
604,0.06368828
126,0.059761573
0,0.05581734
0,0.052609015
3,0.050208393
6,0.048466515
7,0.04720987
7,0.04629837
7,0.045631632
8,0.045139678
8,0.044774227
8,0.044501223
8,0.044296253
8,0.044141885
8,0.044025354
8,0.043937046
8,0.043870095
8,0.04381924
8,0.04378051
8,0.04375102
8,0.043728568
8,0.043711413
8,0.043698348
8,0.04368835
8,0.04368075
8,0.043674894
8,0.04367043
8,0.04366703
8,0.043664448
8,0.043662455
8,0.043660883
8,0.04365976
8,0.04365886
8,0.043658163
8,0.04365768
8,0.043657277
0,1.8334494
0,0.15063164
70,0.04451497
281,0.030899366
581,0.038387228
710,0.040397946
406,0.037494134
26,0.0329856
0,0.028751275
0,0.025389852
2,0.022901418
4,0.021105127
6,0.019812545
7,0.018876044
7,0.01819074
7,0.017684361
7,0.017307146
7,0.017024344
7,0.01681119
7,0.016649982
7,0.016527636
7,0.016434608
6,0.016363738
6,0.016309666
6,0.016268352
6,0.016236732
5,0.016212592
5,0.016194081
5,0.016179958
5,0.01616907
5,0.016160777
5,0.016154455
4,0.016149549
4,0.016145824
4,0.01614294
4,0.016140735
4,0.016139047
4,0.016137725
4,0.016136764
4,0.016135985
4,0.016135415
4,0.016134972
0,1.9087446
0,0.13480848
23,0.047403127
202,0.04582295
455,0.05991432
577,0.06471905
270,0.062879965
0,0.05875955
0,0.054651197
0,0.051298566
0,0.048758313
0,0.046879537
1,0.045492887
1,0.044462763
1,0.043690797
1,0.043107875
0,0.042664852
0,0.042326473
0,0.04206697
0,0.041867364
0,0.04171353
0,0.041594714
0,0.04150276
0,0.041431505
0,0.041376267
0,0.041333407
0,0.041300125
0,0.041274276
0,0.04125415
0,0.041238543
0,0.041226413
0,0.041216914
0,0.041209526
0,0.041203815
0,0.041199338
0,0.0411959
0,0.041193165
0,0.041191082
0,0.041189454
0,0.04118815
0,0.04118717
0,0.04118642
0,1.7848911
0,0.16251451
30,0.05999603
183,0.04549473
377,0.05352982
402,0.056631774
125,0.054673757
0,0.050824586
0,0.047035027
1,0.04398905
3,0.041738853
5,0.040130366
5,0.038988702
6,0.038174402
6,0.03758834
6,0.037162613
6,0.036850937
6,0.03662139
6,0.036451474
6,0.03632518
6,0.03623109
6,0.03616083
5,0.036108185
5,0.036068738
5,0.036039107
5,0.036016874
5,0.036000088
5,0.0359875
4,0.035977986
4,0.035970885
4,0.035965472
4,0.035961434
4,0.035958387
4,0.03595605
4,0.035954323
4,0.03595301
4,0.035951998
4,0.03595127
4,0.03595069
4,0.035950247
4,0.03594995
4,0.035949703
0,1.636251
0,0.17276844
64,0.063807756
249,0.04611424
510,0.050672036
618,0.05242733
332,0.050409384
17,0.046945676
0,0.043574452
0,0.04085893
0,0.0388491
0,0.03741584
1,0.036406055
2,0.03569413
3,0.035188895
3,0.034827333
3,0.034566596
4,0.03437735
3,0.034239274
3,0.034138046
3,0.03406362
3,0.034008805
2,0.033968255
2,0.03393826
1,0.03391608
1,0.033899605
1,0.033887405
0,0.033878345
0,0.03387162
0,0.033866588
0,0.033862863
0,0.033860095
0,0.033858057
0,0.0338565
0,0.03385536
0,0.033854477
0,0.03385388
0,0.0338534
0,0.033853088
0,0.033852816
0,0.03385258
0,0.03385244
0,1.842487
0,0.15009634
58,0.043100398
207,0.030678494
380,0.039840218
372,0.04309404
108,0.040953256
0,0.0368929
0,0.0329349
0,0.029759215
2,0.027405513
3,0.02571162
3,0.024498845
4,0.02362535
4,0.022990381
3,0.022524474
3,0.022179952
2,0.021923644
2,0.021732064
1,0.021588365
0,0.021480242
0,0.021398744
0,0.02133722
0,0.021290647
0,0.021255435
0,0.021228721
0,0.02120846
0,0.021193119
0,0.021181462
0,0.021172611
0,0.021165898
0,0.021160798
0,0.021156916
0,0.021153959
0,0.021151727
0,0.02115004
0,0.021148713
0,0.02114773
0,0.021146977
0,0.021146392
0,0.021145964
0,0.021145614
0,1.7433797
0,0.1615022
48,0.05370397
187,0.03811781
331,0.04518058
289,0.04799641
61,0.046093225
0,0.04239586
0,0.03874682
0,0.035803277
1,0.03362149
2,0.032057147
2,0.030943656
2,0.030146895
2,0.029571334
2,0.029151453
1,0.028842522
1,0.02861373
0,0.02844345
0,0.028316157
0,0.028220756
0,0.028149145
0,0.028095217
0,0.028054627
0,0.028023971
0,0.028000826
0,0.027983343
0,0.027970118
0,0.02796015
0,0.027952569
0,0.027946858
0,0.027942521
0,0.027939225
0,0.027936747
0,0.027934877
0,0.027933476
0,0.0279324
0,0.02793158
0,0.02793097
0,0.027930463
0,0.027930127
0,0.027929867
0,1.8869995
0,0.1483045
19,0.044959925
239,0.035995677
596,0.04752509
898,0.051818095
808,0.050083023
305,0.046189766
0,0.042317923
0,0.039197326
0,0.036882464
3,0.03521701
4,0.034025718
5,0.033169188
5,0.032547925
6,0.032093506
6,0.031758666
6,0.031510573
6,0.03132592
6,0.031188024
5,0.031084744
5,0.03100727
5,0.03094908
5,0.030905234
4,0.030872239
4,0.030847332
4,0.030828537
4,0.030814337
3,0.03080359
3,0.03079549
3,0.030789392
3,0.030784784
3,0.030781241
2,0.030778604
2,0.030776644
2,0.030775102
2,0.03077397
2,0.03077309
2,0.030772401
2,0.030771906
2,0.03077157
2,0.030771272
0,1.7263098
0,0.1749485
36,0.06834926
255,0.05158147
600,0.057424963
855,0.059733044
690,0.057852257
180,0.05436571
0,0.050932307
0,0.048155263
3,0.046093244
7,0.04461708
8,0.043572433
9,0.042832267
9,0.04230438
9,0.041924916
9,0.041650124
10,0.04144986
10,0.041303214
9,0.041195456
9,0.041115917
9,0.041057125
9,0.041013565
9,0.040981285
9,0.04095726
8,0.040939398
8,0.040926084
8,0.04091617
8,0.040908806
8,0.040903285
7,0.040899195
7,0.040896118
7,0.040893853
7,0.04089214
7,0.040890906
7,0.040889926
7,0.040889226
7,0.040888675
7,0.04088828
7,0.040887993
7,0.040887747
7,0.04088759
0,1.8503923
0,0.14410739
26,0.038473636
177,0.029934326
358,0.04147007
352,0.045853302
89,0.044164278
0,0.040264033
0,0.036354072
0,0.033182982
0,0.030814273
1,0.029095395
2,0.027852627
2,0.02694781
2,0.026282454
3,0.02578864
3,0.025419382
3,0.025141733
2,0.024932085
2,0.024773275
2,0.02465268
2,0.024560941
2,0.024491059
2,0.02443775
2,0.024397032
2,0.024365934
1,0.024342181
1,0.024323957
1,0.024310054
1,0.024299426
1,0.024291275
1,0.02428498
1,0.024280215
1,0.024276542
1,0.02427374
1,0.024271572
1,0.024269963
1,0.024268663
1,0.024267716
1,0.024266938
1,0.024266405
1,0.02426594
0,1.8436811
0,0.15704453
37,0.061526902
208,0.053004123
446,0.06404059
521,0.06803429
215,0.06620377
2,0.062288374
0,0.05840343
3,0.05526214
6,0.052920014
8,0.05122527
9,0.05000604
9,0.049124625
10,0.048482265
10,0.048010364
10,0.04766141
10,0.047401894
11,0.047208156
11,0.04706302
11,0.046954032
10,0.04687193
10,0.04681007
10,0.046763368
10,0.046728004
10,0.04670124
10,0.04668104
10,0.046665676
10,0.04665399
10,0.04664517
10,0.04663849
10,0.046633363
10,0.04662949
10,0.046626594
10,0.04662432
10,0.046622634
10,0.04662137
10,0.046620417
9,0.04661963
9,0.046619073
9,0.046618626
9,0.046618327
0,1.9201277
0,0.1338626
15,0.03595092
215,0.034110773
538,0.049189266
786,0.054510873
613,0.05280121
133,0.04867938
0,0.044566188
0,0.041235343
0,0.038737137
1,0.036908787
1,0.03557276
1,0.034589104
1,0.03385828
1,0.033310845
1,0.032898054
1,0.03258532
1,0.03234752
0,0.0321661
0,0.03202744
0,0.031921186
0,0.031839725
0,0.031777203
0,0.031729087
0,0.031692173
0,0.031663667
0,0.031641707
0,0.031624805
0,0.031611774
0,0.031601716
0,0.03159402
0,0.031587984
0,0.031583387
0,0.03157982
0,0.03157708
0,0.031574953
0,0.03157334
0,0.031572033
0,0.031571057
0,0.031570304
0,0.031569693
0,1.7342479
0,0.16567579
0,0.062401343
199,0.048953936
525,0.057015143
808,0.06047203
630,0.059059437
123,0.055734083
0,0.052354515
0,0.049600676
0,0.047552582
2,0.04608458
3,0.04504302
3,0.044301886
2,0.043770406
2,0.04338612
1,0.043106142
1,0.04290103
0,0.042750012
0,0.042638432
0,0.04255577
0,0.042494375
0,0.042448703
0,0.04241467
0,0.042389307
0,0.04237034
0,0.042356174
0,0.042345617
0,0.042337693
0,0.042331774
0,0.042327303
0,0.042324018
0,0.042321518
0,0.042319644
0,0.042318247
0,0.042317197
0,0.04231636
0,0.04231583
0,0.04231542
0,0.042315044
0,0.04231481
0,0.042314615
0,1.7609434
0,0.16461273
70,0.061950356
213,0.04901385
370,0.057419747
344,0.060783688
98,0.059167374
0,0.055657893
0,0.052140478
0,0.0492885
0,0.047171112
0,0.045654576
1,0.044579245
1,0.043814946
1,0.04326776
1,0.042872917
1,0.042585846
0,0.042376027
0,0.042221867
0,0.042108204
0,0.042024214
0,0.041961934
0,0.041915637
0,0.04188126
0,0.04185566
0,0.04183659
0,0.04182234
0,0.041811716
0,0.041803803
0,0.041797873
0,0.04179344
0,0.041790098
0,0.041787643
0,0.041785777
0,0.041784372
0,0.041783337
0,0.04178257
0,0.041781977
0,0.04178153
0,0.04178123
0,0.041780986
0,0.041780803
0,1.8555857
0,0.14672011
10,0.042733073
130,0.03260936
249,0.043324918
217,0.047249548
39,0.04529344
0,0.041231107
0,0.037224222
0,0.033998758
0,0.031603415
0,0.029875683
0,0.028635236
0,0.0277393
0,0.027086394
0,0.026606401
0,0.02625099
0,0.025986401
0,0.025788536
0,0.025640061
0,0.025528332
0,0.025444133
0,0.025380494
0,0.025332337
0,0.025295878
0,0.025268285
0,0.025247244
0,0.025231345
0,0.025219223
0,0.025210032
0,0.025203062
0,0.025197754
0,0.025193663
0,0.025190601
0,0.025188265
0,0.025186485
0,0.025185136
0,0.025184086
0,0.025183307
0,0.02518267
0,0.025182253
0,0.025181944
0,2.0698955
0,0.123512305
71,0.04913508
222,0.053379536
374,0.07239523
309,0.07803168
67,0.07530509
0,0.06997021
1,0.06481818
3,0.06066099
5,0.057506938
6,0.055150792
7,0.05338574
8,0.052052137
8,0.05103559
9,0.050254926
9,0.049651735
9,0.049183555
9,0.048818618
8,0.04853331
8,0.04830968
8,0.048133995
8,0.04799565
8,0.047886673
8,0.04780059
7,0.047732577
7,0.04767889
7,0.047636267
7,0.047602598
7,0.047575835
7,0.047554728
7,0.047537893
7,0.047524583
7,0.047514036
7,0.047505666
7,0.047498975
7,0.047493737
6,0.04748953
6,0.047486223
6,0.04748356
6,0.04748147
6,0.04747981
0,1.722085
0,0.16859378
28,0.062134117
219,0.048843842
510,0.057090517
683,0.06063886
413,0.059251327
34,0.055915877
0,0.05250979
0,0.04972466
0,0.047647286
0,0.046155192
1,0.045095116
1,0.044340312
1,0.043798942
1,0.043407403
1,0.043122213
2,0.042913135
2,0.04275923
1,0.042645495
1,0.04256117
1,0.042498525
1,0.042451933
1,0.04241718
1,0.042391226
0,0.042371847
0,0.042357363
0,0.04234651
0,0.0423384
0,0.042332333
0,0.042327777
0,0.04232433
0,0.04232177
0,0.042319864
0,0.04231842
0,0.04231732
0,0.042316515
0,0.0423159
0,0.042315453
0,0.042315133
0,0.042314906
0,0.042314705
0,2.009049
0,0.12733342
34,0.04610427
216,0.048921492
478,0.0654983
604,0.07046403
301,0.06802178
5,0.0632715
0,0.058694743
0,0.055018626
1,0.052249573
2,0.050199892
3,0.048679624
3,0.047542192
4,0.04668327
4,0.046029493
4,0.045528777
3,0.045143414
3,0.044845745
3,0.044615135
2,0.04443609
2,0.044296797
1,0.044188235
1,0.044103537
1,0.04403742
0,0.04398573
0,0.043945316
0,0.043913633
0,0.043888886
0,0.04386949
0,0.043854263
0,0.04384232
0,0.043833002
0,0.04382564
0,0.043819904
0,0.043815367
0,0.043811806
0,0.04380908
0,0.043806873
0,0.043805193
0,0.043803822
0,0.04380278
0,1.910444
0,0.14687231
2,0.051842976
229,0.04754565
568,0.06257604
829,0.06822089
603,0.0666515
93,0.06246687
0,0.058210056
0,0.0547368
3,0.052127432
7,0.050221246
9,0.04883349
9,0.047816705
9,0.047065005
9,0.04650474
9,0.04608435
9,0.04576726
9,0.04552717
9,0.0453447
9,0.04520569
9,0.045099538
8,0.04501836
8,0.04495619
8,0.044908483
8,0.044871844
8,0.04484371
8,0.044822067
8,0.044805415
8,0.044792604
8,0.044782713
7,0.044775166
7,0.044769295
7,0.044764742
7,0.044761296
7,0.044758603
7,0.0447566
7,0.044754952
7,0.04475372
7,0.04475276
7,0.044752058
7,0.044751473
0,1.9215105
0,0.14740905
12,0.048427477
150,0.040718947
307,0.052775003
302,0.056829702
73,0.05461346
0,0.05024689
0,0.045985416
1,0.04256026
4,0.040008448
5,0.038156632
6,0.036817126
6,0.035841685
7,0.03512466
7,0.034592997
7,0.034195907
7,0.033897646
7,0.033672668
7,0.033502363
7,0.033373084
6,0.033274762
6,0.03319983
6,0.033142682
6,0.03309903
6,0.033065684
6,0.033040155
6,0.033020593
6,0.03300563
6,0.032994207
5,0.03298538
5,0.032978658
5,0.03297344
5,0.03296948
5,0.03296647
5,0.03296417
5,0.03296233
5,0.032960977
5,0.032959875
5,0.032959096
5,0.03295846
5,0.03295798
0,2.0422235
0,0.11019134
41,0.047830608
155,0.05514457
250,0.072683044
176,0.07674819
27,0.07306283
0,0.067251354
0,0.061872512
0,0.05759631
1,0.05436426
2,0.051945057
3,0.050123163
3,0.048736706
3,0.04767136
3,0.04684627
3,0.04620333
2,0.045700002
2,0.04530451
2,0.044992812
2,0.044746645
1,0.044551726
1,0.044397205
1,0.04427455
0,0.044177067
0,0.04409955
0,0.044037808
0,0.043988626
0,0.043949466
0,0.043918237
0,0.04389333
0,0.043873478
0,0.04385756
0,0.043844882
0,0.043834817
0,0.04382676
0,0.0438203
0,0.04381513
0,0.04381102
0,0.043807723
0,0.04380512
0,0.043803044
0,1.8877419
0,0.13611786
29,0.0480844
251,0.045424536
588,0.059580714
821,0.064463995
601,0.062547214
104,0.058253344
0,0.053960662
0,0.050453346
0,0.047795795
2,0.04583139
3,0.044382535
4,0.043306958
4,0.042501457
4,0.04189346
3,0.041431513
3,0.041078705
3,0.04080822
3,0.040600117
2,0.040439725
2,0.040315658
2,0.0402197
1,0.040145338
1,0.040087584
1,0.040042747
0,0.04000786
0,0.03998077
0,0.03995967
0,0.039943263
0,0.039930467
0,0.039920513
0,0.03991271
0,0.039906695
0,0.03990199
0,0.03989832
0,0.03989546
0,0.039893188
0,0.039891448
0,0.039890066
0,0.039889015
0,0.039888225
0,1.7694728
0,0.15322302
36,0.050626148
208,0.04060772
437,0.050444756
501,0.054397393
189,0.05291545
0,0.04936815
0,0.045763295
0,0.042815354
0,0.040604543
1,0.039000027
2,0.03784374
2,0.037006672
2,0.03639557
2,0.03594576
2,0.035612255
2,0.03536368
1,0.035177525
1,0.035037775
1,0.034932494
0,0.034853112
0,0.034793053
0,0.034747664
0,0.034713227
0,0.034687113
0,0.03466733
0,0.034652237
0,0.03464084
0,0.034632158
0,0.034625564
0,0.03462054
0,0.034616735
0,0.034613844
0,0.034611598
0,0.034609936
0,0.034608625
0,0.034607653
0,0.034606922
0,0.03460634
0,0.034605898
0,0.03460559
0,1.8016771
0,0.15938589
25,0.05389152
188,0.042386685
398,0.052235015
435,0.055833533
138,0.053838458
0,0.049817756
0,0.045857362
0,0.04266913
2,0.040304646
4,0.03860428
5,0.03738844
5,0.03651402
6,0.03587917
6,0.035413966
6,0.035070404
6,0.034815107
6,0.034624513
6,0.034481723
6,0.034374498
5,0.034293737
5,0.034232836
5,0.034186848
5,0.034152076
5,0.034125753
5,0.034105893
5,0.03409076
5,0.03407935
5,0.034070704
4,0.034064073
4,0.03405909
4,0.0340553
4,0.034052443
4,0.034050237
4,0.034048587
4,0.034047343
4,0.034046408
4,0.03404564
4,0.034045096
4,0.034044668
4,0.03404437
0,1.7559872
0,0.15519457
10,0.058216766
208,0.047074094
509,0.055246934
706,0.05812252
427,0.056146268
27,0.05242508
0,0.048785686
0,0.045855165
1,0.04367854
3,0.042112067
4,0.040993012
4,0.04019039
4,0.03961025
4,0.0391874
4,0.038877085
4,0.038648043
4,0.038478263
3,0.038351964
3,0.038257726
3,0.03818731
3,0.03813462
2,0.03809511
2,0.03806541
2,0.03804317
2,0.038026374
2,0.038013753
1,0.038004275
1,0.037997104
1,0.037991736
1,0.037987687
1,0.03798465
1,0.037982315
1,0.0379806
1,0.037979275
0,0.037978295
0,0.03797754
0,0.037976965
0,0.037976537
0,0.037976213
0,0.037976004
0,1.9566895
0,0.12878387
46,0.04540912
143,0.045340784
211,0.059586957
139,0.06353146
24,0.060736693
0,0.055906903
0,0.051355984
0,0.047749482
0,0.04506861
0,0.04311278
1,0.04168441
1,0.040632755
1,0.039851356
1,0.03926615
1,0.038825125
1,0.038491137
0,0.038237333
0,0.038043797
0,0.037895862
0,0.03778262
0,0.037695754
0,0.037629
0,0.03757766
0,0.0375382
0,0.03750778
0,0.037484303
0,0.037466254
0,0.037452266
0,0.037441507
0,0.037433207
0,0.03742677
0,0.03742176
0,0.03741793
0,0.037414998
0,0.037412684
0,0.03741089
0,0.03740956
0,0.03740848
0,0.037407644
0,0.037407015
